OR,2.5%,97.5%,QUANTILE
0,0,0,1
0.757328921048737,0.582098574681616,0.984495734665674,2
0.599117013905935,0.460680354348343,0.778016599142839,3
0.379161574453526,0.289771277537364,0.494743446600475,4
